"ORGANIZATION_ID","PARTY_ID","PARTY_TYPCODE","CUST_ID","EMPLOYEE_ID","SALUTATION","FIRST_NAME","MIDDLE_NAME","LAST_NAME","FIRST_NAME2","LAST_NAME2","SUFFIX","GENDER","PREFERRED_LOCALE","BIRTH_DATE","SOCIAL_SECURITY_NBR","NATIONAL_TAX_ID","PERSONAL_TAX_ID","PROSPECT_FLAG","RENT_FLAG","PRIVACY_CARD_FLAG","CONTACT_PREF","SIGN_UP_RTL_LOC_ID","ALLEGIANCE_RTL_LOC_ID","ANNIVERSARY_DATE","ORGANIZATION_TYPCODE","ORGANIZATION_NAME","COMMERCIAL_CUSTOMER_FLAG","PICTURE_URI","VOID_FLAG","ACTIVE_FLAG","EMAIL_RCPTS_FLAG","CREATE_DATE","CREATE_USER_ID","UPDATE_DATE","UPDATE_USER_ID","RECORD_STATE"
1000,102011000032,EMPLOYEE,"7216","317001",,Huynh,,minh0317001,,,,,en_US,,,,,0,0,0,,102,102,2022-03-16 00:00:00.000,,,0,,0,1,0,2022-03-17 03:22:18.436,"201",2022-03-17 03:45:18.718,"201",
1000,102022000069,CUSTOMER,"5510",,,Thien1,,Nekkkk,,,,Male,en,1990-02-01 00:00:00.000,,,,0,0,0,,33333,4241,2022-03-08 00:00:00.000,,,0,,0,1,0,2022-04-04 03:46:35.648,"101",2022-04-04 03:47:42.748,"101",
1000,102022000070,CUSTOMER,"7200",,,Thien,,Tran,,,,,en,,,,,0,0,0,,781,,2022-02-10 00:00:00.000,,,0,,0,1,0,2022-04-04 03:48:05.546,"101",2022-04-04 03:48:31.658,"101",
1000,102022000066,CUSTOMER,"7210",,,Thoi,,Nguyen,,,,,en,,,,,0,0,0,,102,102,2022-03-07 00:00:00.000,,,0,,0,1,0,2022-05-09 07:36:19.191,"101",,,
1000,102011000172,CUSTOMER,"9140",,,,,Asdsad,,,,,,,,,,0,0,0,,102,102,2023-02-07 00:00:00.000,,,0,,0,1,0,2023-02-07 02:19:31.936,"201",,,
1000,102011000215,CUSTOMER,"9209",,,Huynh,,Mbnewpq,,,,,en,,,,,0,0,0,,102,102,2023-05-17 00:00:00.000,,,0,,0,1,0,2023-05-17 09:03:56.092,"201",2023-05-17 09:49:35.141,"201",
1000,102011000216,CUSTOMER,"9162",,,Huynh,,Mbnewpe,,,,,,,,,,0,0,0,,102,102,2023-05-18 00:00:00.000,,,0,,0,1,0,2023-05-18 03:05:12.575,"201",,,
1000,102006000004,CUSTOMER,"3009",,,Ga,,Ga,,,,,en,,,,,0,0,0,,102,102,2022-10-04 00:00:00.000,,,0,,0,1,0,2021-06-17 02:06:08.580,"101",2023-02-07 06:32:55.486,"101",
1000,103002000003,CUSTOMER,"9211",,,Nguyen,,Trang,,,,F,en,1991-04-02 00:00:00.000,,,,0,0,0,,102,,2023-05-22 00:00:00.000,,,0,,0,1,0,2023-05-31 04:40:33.806,"201",2023-05-31 04:40:46.967,"201",
1000,102012000008,CUSTOMER,"9221",,,Huynh,,Mbnewps,,,,,en,,,,,0,0,0,,99999,,2023-05-31 00:00:00.000,,,0,,0,1,0,2023-05-31 06:29:11.098,"201",2023-05-31 06:29:11.212,"201",
1000,102012000009,CUSTOMER,"9222",,,Huynh,,Mbnewpd,,,,,en,,,,,0,0,0,,99999,,2023-05-31 00:00:00.000,,,0,,0,1,0,2023-05-31 06:38:41.535,"201",2023-05-31 06:38:41.647,"201",
1000,102012000010,CUSTOMER,"9223",,,Huynh,,Mbnewpf,,,,,en,,,,,0,0,0,,99999,,2023-05-31 00:00:00.000,,,0,,0,1,0,2023-05-31 06:48:59.894,"201",2023-05-31 07:31:59.070,"201",
1000,103008000052,CUSTOMER,"1009985",,,Scott,,Travis,,,,M,en,1920-11-11 00:00:00.000,,,,0,0,0,,103,103,2023-07-24 00:00:00.000,,,0,,0,1,0,2023-07-26 09:58:24.254,"101",,,
1000,102011000238,CUSTOMER,"100985",,,Peformance,,Test,,,,M,en,1990-02-01 00:00:00.000,,,,0,0,0,,33333,4241,2022-03-08 00:00:00.000,,,0,,0,1,0,2023-07-26 10:02:21.065,"101",2023-07-26 10:03:07.390,"101",
1000,301011000006,CUSTOMER,"5375",,,Huynh,,Minh CE,,,,M,en,,,,,0,0,0,,99999,99999,2021-02-05 00:00:00.000,,,0,,0,1,0,2022-06-08 02:10:20.052,"201",,,
1000,102022000075,CUSTOMER,"7248",,,Test,,Xstoreceb,,,,,en,,,,,0,0,0,,102,102,2022-06-22 00:00:00.000,,,0,,0,1,0,2022-06-22 09:37:01.571,"100",2022-06-22 09:38:20.956,"100",
1000,102013000006,CUSTOMER,"10",,,JOHN27,,DOE27,,,,,en,,,,,0,0,0,,780,780,2015-02-19 00:00:00.000,,,0,,0,1,0,2022-07-21 06:44:18.976,"103",2022-07-21 06:50:07.377,"103",
1000,102013000007,CUSTOMER,"100",,,Thien,,Tran,,,,,en,2020-08-19 00:00:00.000,,,,0,0,0,,4241,,2020-08-13 00:00:00.000,,,0,,0,1,0,2022-07-22 02:52:25.254,"100",2022-12-12 10:27:05.351,"101",
1000,102011000048,CUSTOMER,"7789",,,Dt,,Test,,,,,en,,,,,0,0,0,,102,102,2022-08-09 00:00:00.000,,,0,,0,1,0,2022-08-09 08:07:34.664,"101",2022-10-03 09:28:48.998,"101",
1000,102011000050,CUSTOMER,"7790",,,,,MinhHuynhaupdate,,,,M,en,1920-01-25 00:00:00.000,,,,0,0,0,,102,102,2022-08-24 00:00:00.000,,,0,,0,1,0,2022-08-25 01:30:57.123,"201",2022-10-04 06:49:32.023,"201",
1000,1010001000016,CUSTOMER,C01010001000016,,,Jane,,Doe,,,,,,,,,,0,0,0,,102,102,,COMPANY,Bits N Bytes Cafe,0,res/graphics/avatar-company-default.png,0,1,0,2022-08-25 02:22:29.771,BASEDATA,2022-08-25 02:22:29.771,BASEDATA,
1000,102011000075,CUSTOMER,"7816",,,TESTA,,ABTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 06:52:55.137,"101",,,
1000,102011000076,CUSTOMER,"7817",,,Testb,,Bbtm,,,,,en,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:02:44.948,"101",2022-09-21 06:50:19.710,"101",
1000,102011000077,CUSTOMER,"7818",,,TESTC,,CBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:15:14.294,"101",,,
1000,102011000078,CUSTOMER,"7819",,,TESTD,,DBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:22:07.640,"101",,,
1000,102011000079,CUSTOMER,"7820",,,TESTF,,FBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:23:53.146,"101",,,
1000,102011000080,CUSTOMER,"7821",,,TESTE,,EBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:28:04.752,"101",,,
1000,102011000081,CUSTOMER,"7822",,,TESTG,,GBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:29:26.314,"101",,,
1000,102011000082,CUSTOMER,"7823",,,TestH,,HBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:52:56.784,"101",,,
1000,102011000083,CUSTOMER,"7824",,,Btmi,,Ibtm,,,,,en,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:57:20.406,"101",2022-09-15 07:58:41.730,"101",
1000,102011000084,CUSTOMER,"7825",,,,,Jbtm,,,,,en,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 07:59:13.768,"101",2022-09-15 08:04:18.441,"101",
1000,102011000085,CUSTOMER,"7826",,,,,KBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 08:04:44.606,"101",,,
1000,102011000086,CUSTOMER,"7827",,,,,LBTM,,,,,,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 08:08:39.585,"101",,,
1000,301001000014,CUSTOMER,"3609",,,Huy,,Tran,,,,,en,,,,,0,0,0,,301,301,2021-01-12 00:00:00.000,,,0,,0,1,0,2022-09-15 08:54:28.036,"101",2022-09-15 09:24:08.523,"101",
1000,102011000087,CUSTOMER,"7829",,,,,,,,,,en,,,,,0,0,0,,102,102,2022-09-15 00:00:00.000,,,0,,0,1,0,2022-09-15 09:11:37.756,"101",2022-09-15 09:21:09.870,"101",
1000,102022000019,CUSTOMER,"5489",,,Vi,,Trieu,,,,M,en,,,,,0,0,0,,99999,,2021-08-09 00:00:00.000,,,0,,0,1,0,2021-08-09 06:30:04.752,"101",2021-08-09 06:48:16.526,"101",
1000,102022000020,CUSTOMER,"5490",,,Vi1,,Cao,,,,,,,,,,0,0,0,,102,102,2021-08-09 00:00:00.000,,,0,,0,1,0,2021-08-09 06:59:22.635,"101",,,
1000,102022000021,CUSTOMER,"5492",,,david,,cao,,,,M,en,,,,,0,0,0,,99999,,2021-08-09 00:00:00.000,,,0,,0,1,0,2021-08-09 08:24:06.197,"100",2021-08-09 08:24:49.334,"100",
1000,102022000022,CUSTOMER,"5493",,,Vi01,,Cao,,,,,en,,,,,0,0,0,,99999,,2021-08-10 00:00:00.000,,,0,,0,1,0,2021-08-10 07:42:43.171,"100",2021-08-10 07:43:46.535,"100",
1000,102022000023,EMPLOYEE,,"10005",,Ho,,Phuong,,,,,en_US,,,,,0,0,0,,102,102,2021-11-02 00:00:00.000,,,0,,0,1,0,2021-11-03 02:31:09.954,"101",,,
1000,301011000057,CUSTOMER,"715",,,Nghi,Phuong,Tran,,,,,en,1920-01-10 00:00:00.000,,,,0,0,0,,99999,,2020-12-23 00:00:00.000,,,0,,0,1,0,2021-11-25 04:41:27.140,"101",2022-07-13 04:27:55.191,"101",
1000,101011000051,CUSTOMER,"5580",,,LOCK,,ALOCK,,,,,en,,,,,0,0,0,,4241,4241,2021-09-30 00:00:00.000,,,0,,0,1,0,2021-11-29 09:54:54.349,"201",2021-12-09 08:03:34.880,"201",
1000,102011000014,CUSTOMER,"518",,,Serena,,Tran,,,,,en,,,,,0,0,0,,99999,,2020-08-31 00:00:00.000,,,0,,0,1,0,2022-01-05 04:32:57.410,"101",2022-01-05 04:33:47.362,"101",
1000,102011000033,CUSTOMER,"661",,,GiangC,,Dang,,,,,en,,,,,0,0,0,,1234,1234,2020-10-10 00:00:00.000,,,0,,0,1,0,2022-03-31 03:44:47.780,"201",2022-03-31 03:45:32.905,"201",
1000,301011000041,CUSTOMER,"5593",,,Phuong Nghi,,Tran,,,,,en,,,,,0,0,0,,301,301,2021-10-06 00:00:00.000,,,0,,0,1,0,2022-03-31 08:12:08.656,"101",2022-04-08 09:04:52.399,"101",
